chinese_name,code_name,override_name_text_id,name_prefix_id,override_partner_skill_text_id,is_pal,tribe,bp_class,pictorial_id,zukan_index_suffix,size,rarity,element1,element2,genus_category,organization,weapon,weapon_equip,hp,melee_attack,remote_attack,defense,support,craft_speed,being_damage_multiplier,capture_probability,experience_multiplier,price,air_response,ai_sight_response,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,is_boss,is_tower_boss,battle_bgm,ignore_lean_back,ignore_blow_away,max_full_stomach,full_stomach_decrease_rate,food_amount,viewing_distance,viewing_angle,hearing_rate,noose_trap,nocturnal,biological_grade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,oil_extraction_not_shown_in_game,pharmaceutical,cool_down,carry,pasture,passive_skill_1,passive_skill_2,passive_skill_3,passive_skill_4
Flamingo,BOSS_RedArmorBird,PAL_NAME_RedArmorBird,BOSS_NAME_RedArmorBird,PARTNERSKILL_RedArmorBird,TRUE,EPalTribeID::RedArmorBird,BOSS_RedArmorBird,-1,,XL,7,Fire,NULL,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,100,105,120,100,100,20%,70%,10,6720,Boss,NULL,100,200,800,1400,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,TRUE,TRUE,150,50,380,3,0,0,0,0,0,0,0,0,0,0,3,0,NULL,NULL,NULL,None
Feather Archer,BOSS_RobinHood,PAL_NAME_RobinHood,BOSS_NAME_RobinHood,PARTNERSKILL_RobinHood,TRUE,EPalTribeID::RobinHood,BOSS_RobinHood,-1,,XL,0,Leaf,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,20%,70%,10,2050,Boss,NULL,100,100,600,750,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1020,0,0,1,0,2,2,1,0,0,1,0,2,0,NULL,NULL,NULL,None
mountain shooter,BOSS_RobinHood_Ground,PAL_NAME_RobinHood_Ground,BOSS_NAME_RobinHood_Ground,PARTNERSKILL_RobinHood_Ground,TRUE,EPalTribeID::RobinHood_Ground,BOSS_RobinHood_Ground,-1,,XL,6,Leaf,Earth,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,80,100,100,20%,70%,10,2150,Boss,NULL,100,100,600,750,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1000,0,0,0,0,2,2,1,0,0,1,0,2,0,NULL,NULL,NULL,None
Wave Blade Samurai,BOSS_Ronin,PAL_NAME_Ronin,BOSS_NAME_Ronin,PARTNERSKILL_Ronin,TRUE,EPalTribeID::Ronin,BOSS_Ronin,-1,,XL,7,Fire,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,125,80,100,100,20%,70%,10,4520,Boss,NULL,80,160,600,900,320,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,640,2,0,0,0,1,1,3,0,0,0,0,2,0,NULL,NULL,NULL,None
Knight of Light,BOSS_SaintCentaur,PAL_NAME_SaintCentaur,BOSS_NAME_SaintCentaur,PARTNERSKILL_SaintCentaur,TRUE,EPalTribeID::SaintCentaur,BOSS_SaintCentaur,-1,,XL,20,Normal,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,260,110,120,145,100,100,10%,70%,10,8810,Boss,NULL,50,100,800,1400,450,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,80,0,0,0,0,0,0,2,2,0,0,0,0,0,Legend,ElementBoost_Normal_2_PAL,NULL,None
Lian Lilong,BOSS_SakuraSaurus,PAL_NAME_SakuraSaurus,BOSS_NAME_SakuraSaurus,PARTNERSKILL_SakuraSaurus,TRUE,EPalTribeID::SakuraSaurus,BOSS_SakuraSaurus,-1,,XL,7,Leaf,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,80,90,100,120,100,20%,70%,10,2920,NotInterested,NULL,50,75,350,600,200,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,860,0,0,3,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
Allother,BOSS_SakuraSaurus_Water,PAL_NAME_SakuraSaurus_Water,BOSS_NAME_SakuraSaurus_Water,PARTNERSKILL_SakuraSaurus_Water,TRUE,EPalTribeID::SakuraSaurus_Water,BOSS_SakuraSaurus_Water,-1,,XL,8,Leaf,Water,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,80,95,100,120,100,20%,70%,10,3110,NotInterested,NULL,50,75,350,600,200,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,840,0,3,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,BOSS_ScorpionMan,PAL_NAME_ScorpionMan,BOSS_NAME_ScorpionMan,PARTNERSKILL_ScorpionMan,TRUE,EPalTribeID::ScorpionMan,BOSS_ScorpionMan,-1,,XL,0,Dark,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,8080,Boss,NULL,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,NULL,NULL,NULL,None
滑水蛇,BOSS_Serpent,PAL_NAME_Serpent,BOSS_NAME_Serpent,PARTNERSKILL_Serpent,TRUE,EPalTribeID::Serpent,BOSS_Serpent,-1,,XL,4,Water,NULL,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,70,90,80,100,100,20%,70%,10,5050,NotInterested,NULL,100,200,500,750,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
流沙蛇,BOSS_Serpent_Ground,PAL_NAME_Serpent_Ground,BOSS_NAME_Serpent_Ground,PARTNERSKILL_Serpent_Ground,TRUE,EPalTribeID::Serpent_Ground,BOSS_Serpent_Ground,-1,,XL,5,Earth,NULL,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,70,90,100,100,100,20%,70%,10,5140,NotInterested,NULL,100,200,500,750,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,None
Shark,BOSS_SharkKid,PAL_NAME_SharkKid,BOSS_NAME_SharkKid,PARTNERSKILL_SharkKid,TRUE,EPalTribeID::SharkKid,BOSS_SharkKid,-1,,M,2,Water,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,90,90,75,100,100,20%,70%,10,1840,Boss,NULL,50,80,400,500,120,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1090,0,2,0,0,1,0,0,0,0,0,0,1,0,NULL,NULL,NULL,None
红小黄,BOSS_SharkKid_Fire,PAL_NAME_SharkKid_Fire,BOSS_NAME_SharkKid_Fire,PARTNERSKILL_SharkKid_Fire,TRUE,EPalTribeID::SharkKid_Fire,BOSS_SharkKid_Fire,-1,,M,3,Fire,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,90,90,75,100,100,20%,70%,10,1800,Boss,NULL,50,80,400,500,120,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1100,2,0,0,0,1,0,0,0,0,0,0,1,0,NULL,NULL,NULL,None
棉悠悠,BOSS_SheepBall,PAL_NAME_SheepBall,BOSS_NAME_SheepBall,PARTNERSKILL_SheepBall,TRUE,EPalTribeID::SheepBall,BOSS_SheepBall,-1,,M,1,Normal,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,40%,105%,10,1000,NotInterested,NULL,23,40,400,550,160,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1470,0,0,0,0,1,0,0,0,0,0,0,1,1,NULL,NULL,NULL,None
does not appear in the game,BOSS_SifuDog,PAL_NAME_SifuDog,BOSS_NAME_SifuDog,PARTNERSKILL_SifuDog,TRUE,EPalTribeID::SifuDog,BOSS_SifuDog,-1,,XL,0,Normal,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,4440,Boss,NULL,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,NULL,NULL,NULL,None
天羽龙,BOSS_SkyDragon,PAL_NAME_SkyDragon,BOSS_NAME_SkyDragon,PARTNERSKILL_SkyDragon,TRUE,EPalTribeID::SkyDragon,BOSS_SkyDragon,-1,,XL,7,Dragon,NULL,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,100,100,100,100,20%,70%,10,6830,Boss,NULL,120,240,800,1050,470,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,220,50,350,0,0,0,0,1,2,0,2,0,0,0,3,0,NULL,NULL,NULL,None
骑士蜂,BOSS_SoldierBee,PAL_NAME_SoldierBee,BOSS_NAME_SoldierBee,PARTNERSKILL_SoldierBee,TRUE,EPalTribeID::SoldierBee,BOSS_SoldierBee,-1,,XL,4,Leaf,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,90,90,100,100,20%,70%,10,1880,Boss,NULL,125,250,450,550,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,10,1070,0,0,1,0,1,1,1,0,0,1,0,2,1,NULL,NULL,NULL,None
朱雀,BOSS_Suzaku,PAL_NAME_Suzaku,BOSS_NAME_Suzaku,PARTNERSKILL_Suzaku,TRUE,EPalTribeID::Suzaku,BOSS_Suzaku,-1,,XL,8,Fire,NULL,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,100,105,105,100,100,20%,70%,10,9840,Boss,NULL,100,200,850,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,350,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
清雀,BOSS_Suzaku_Water,PAL_NAME_Suzaku_Water,BOSS_NAME_Suzaku_Water,PARTNERSKILL_Suzaku_Water,TRUE,EPalTribeID::Suzaku_Water,BOSS_Suzaku_Water,-1,,XL,9,Water,NULL,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,125,100,105,105,100,100,20%,70%,10,10110,Boss,NULL,100,200,850,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
棉花糖,BOSS_SweetsSheep,PAL_NAME_SweetsSheep,BOSS_NAME_SweetsSheep,PARTNERSKILL_SweetsSheep,TRUE,EPalTribeID::SweetsSheep,BOSS_SweetsSheep,-1,,XL,3,Normal,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,90,100,100,20%,70%,10,1450,NotInterested,NULL,50,100,300,400,200,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,None
does not appear in the game,BOSS_TentacleTurtle,PAL_NAME_TentacleTurtle,BOSS_NAME_TentacleTurtle,PARTNERSKILL_TentacleTurtle,TRUE,EPalTribeID::TentacleTurtle,BOSS_TentacleTurtle,-1,,XL,0,Water,NULL,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,2300,Boss,NULL,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NULL,NULL,NULL,None
迅雷鸟,BOSS_ThunderBird,PAL_NAME_ThunderBird,BOSS_NAME_ThunderBird,PARTNERSKILL_ThunderBird,TRUE,EPalTribeID::ThunderBird,BOSS_ThunderBird,-1,,XL,6,Electricity,NULL,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,115,80,100,100,20%,70%,10,7490,Boss,NULL,100,200,750,1300,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,160,50,220,0,0,0,2,0,1,0,0,0,0,0,3,0,NULL,NULL,NULL,None
霹雳犬,BOSS_ThunderDog,PAL_NAME_ThunderDog,BOSS_NAME_ThunderDog,PARTNERSKILL_ThunderDog,TRUE,EPalTribeID::ThunderDog,BOSS_ThunderDog,-1,,XL,5,Electricity,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,100,80,100,100,20%,70%,10,3880,Boss,NULL,110,210,700,1200,455,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,740,0,0,0,2,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
波鲁杰克斯,BOSS_ThunderDragonMan,PAL_NAME_ThunderDragonMan,BOSS_NAME_ThunderDragonMan,PARTNERSKILL_ThunderDragonMan,TRUE,EPalTribeID::ThunderDragonMan,BOSS_ThunderDragonMan,-1,,XL,9,Dragon,Electricity,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,130,100,100,100,20%,70%,10,8320,Boss,NULL,100,185,900,1200,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,140,0,0,0,4,2,0,0,0,0,0,0,3,0,ElementBoost_Thunder_2_PAL,NULL,NULL,None
覆海龙,BOSS_Umihebi,PAL_NAME_Umihebi,BOSS_NAME_Umihebi,PARTNERSKILL_Umihebi,TRUE,EPalTribeID::Umihebi,BOSS_Umihebi,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,150,120,100,100,100,20%,70%,10,9320,Boss,NULL,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,310,0,4,0,0,0,0,0,0,0,0,0,0,0,ElementBoost_Aqua_2_PAL,NULL,NULL,None
腾炎龙,BOSS_Umihebi_Fire,PAL_NAME_Umihebi_Fire,BOSS_NAME_Umihebi_Fire,PARTNERSKILL_Umihebi_Fire,TRUE,EPalTribeID::Umihebi_Fire,BOSS_Umihebi_Fire,-1,,XL,9,Dragon,Fire,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,150,130,100,100,100,20%,70%,10,9320,Boss,NULL,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,315,4,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
薇莉塔,BOSS_VioletFairy,PAL_NAME_VioletFairy,BOSS_NAME_VioletFairy,PARTNERSKILL_VioletFairy,TRUE,EPalTribeID::VioletFairy,BOSS_VioletFairy,-1,,XL,8,Leaf,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,120,100,100,20%,70%,10,1960,NotInterested,NULL,100,150,400,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1050,0,0,2,0,2,2,0,0,0,3,0,1,0,NULL,NULL,NULL,None
熔岩兽,BOSS_VolcanicMonster,PAL_NAME_VolcanicMonster,BOSS_NAME_VolcanicMonster,PARTNERSKILL_VolcanicMonster,TRUE,EPalTribeID::VolcanicMonster,BOSS_VolcanicMonster,-1,,XL,0,Fire,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,120,100,100,20%,70%,10,6940,Boss,NULL,50,80,390,650,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,0,NULL,NULL,NULL,None
寒霜兽,BOSS_VolcanicMonster_Ice,PAL_NAME_VolcanicMonster_Ice,BOSS_NAME_VolcanicMonster_Ice,PARTNERSKILL_VolcanicMonster_Ice,TRUE,EPalTribeID::VolcanicMonster_Ice,BOSS_VolcanicMonster_Ice,-1,,XL,7,Ice,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,130,100,100,20%,70%,10,7380,Boss,NULL,50,80,390,650,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,230,0,0,0,0,0,0,0,3,0,0,3,0,0,NULL,NULL,NULL,None
does not appear in the game,BOSS_WaterLizard,PAL_NAME_WaterLizard,BOSS_NAME_WaterLizard,PARTNERSKILL_WaterLizard,TRUE,EPalTribeID::WaterLizard,BOSS_WaterLizard,-1,,XL,0,Fire,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,120,90,90,80,100,20%,70%,10,4040,Boss,NULL,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
疾旋鼬,BOSS_WeaselDragon,PAL_NAME_WeaselDragon,BOSS_NAME_WeaselDragon,PARTNERSKILL_WeaselDragon,TRUE,EPalTribeID::WeaselDragon,BOSS_WeaselDragon,-1,,XL,4,Ice,Dragon,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,80,80,100,100,40%,70%,10,3310,NotInterested,NULL,100,180,600,900,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,800,0,0,0,0,0,1,0,0,0,0,1,0,0,NULL,NULL,NULL,None
月镰魔,BOSS_Werewolf,PAL_NAME_Werewolf,BOSS_NAME_Werewolf,PARTNERSKILL_Werewolf,TRUE,EPalTribeID::Werewolf,BOSS_Werewolf,-1,,XL,3,Dark,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,130,100,80,100,100,20%,70%,10,2400,Boss,NULL,100,150,600,800,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,950,0,0,0,0,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
绸笠蛾,BOSS_WhiteMoth,PAL_NAME_WhiteMoth,BOSS_NAME_WhiteMoth,PARTNERSKILL_WhiteMoth,TRUE,EPalTribeID::WhiteMoth,BOSS_WhiteMoth,-1,,XL,7,Ice,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,90,90,100,90,100,20%,70%,10,5900,Boss,NULL,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,450,0,0,0,0,0,0,0,0,0,2,2,0,1,NULL,NULL,NULL,None
冰棘兽,BOSS_WhiteTiger,PAL_NAME_WhiteTiger,BOSS_NAME_WhiteTiger,PARTNERSKILL_WhiteTiger,TRUE,EPalTribeID::WhiteTiger,BOSS_WhiteTiger,-1,,XL,7,Ice,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,140,100,110,100,100,20%,70%,10,8440,Boss,NULL,100,280,720,900,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,130,0,0,0,0,1,0,2,0,0,0,3,0,0,NULL,NULL,NULL,None
吊缚灵,BOSS_WindChimes,PAL_NAME_WindChimes,BOSS_NAME_WindChimes,PARTNERSKILL_WindChimes,TRUE,EPalTribeID::WindChimes,BOSS_WindChimes,-1,,XL,1,Earth,NULL,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,70,70,70,100,100,20%,70%,10,1020,NotInterested,NULL,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1420,0,0,0,0,1,1,0,0,0,0,0,2,0,NULL,NULL,NULL,None
冰缚灵,BOSS_WindChimes_Ice,PAL_NAME_WindChimes_Ice,BOSS_NAME_WindChimes_Ice,PARTNERSKILL_WindChimes_Ice,TRUE,EPalTribeID::WindChimes_Ice,BOSS_WindChimes_Ice,-1,,XL,2,Ice,NULL,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,70,80,70,100,100,20%,70%,10,1020,NotInterested,NULL,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1422,0,0,0,0,1,1,0,0,0,0,1,2,0,NULL,NULL,NULL,None
does not appear in the game,BOSS_WingGolem,PAL_NAME_WingGolem,BOSS_NAME_WingGolem,PARTNERSKILL_WingGolem,TRUE,EPalTribeID::WingGolem,BOSS_WingGolem,-1,,XL,0,Earth,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,10380,Boss,NULL,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,NULL,NULL,NULL,None
啼卡尔,BOSS_WizardOwl,PAL_NAME_WizardOwl,BOSS_NAME_WizardOwl,PARTNERSKILL_WizardOwl,TRUE,EPalTribeID::WizardOwl,BOSS_WizardOwl,-1,,M,1,Dark,NULL,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,80,100,100,40%,70%,10,1050,NotInterested,NULL,26,70,380,550,225,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,None
米露菲,BOSS_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,PARTNERSKILL_WoolFox,TRUE,EPalTribeID::WoolFox,BOSS_WoolFox,-1,,M,1,Normal,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,75,100,100,40%,91%,10,1420,NotInterested,NULL,20,40,300,450,170,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1455,0,0,0,0,0,1,0,0,0,0,0,0,1,NULL,NULL,NULL,None
白绒雪怪,BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,PARTNERSKILL_Yeti,TRUE,EPalTribeID::Yeti,BOSS_Yeti,-1,,XL,7,Ice,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,140,100,80,100,100,100,20%,70%,10,5900,Boss,NULL,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,460,0,0,0,0,2,0,3,0,0,0,2,4,0,NULL,NULL,NULL,None
绿苔绒怪,BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,PARTNERSKILL_Yeti_Grass,TRUE,EPalTribeID::Yeti_Grass,BOSS_Yeti_Grass,-1,,XL,8,Leaf,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,140,100,80,110,100,100,20%,70%,10,5700,Boss,NULL,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,480,0,0,1,0,2,0,3,0,0,0,0,4,0,NULL,NULL,NULL,None
does not appear in the game,BrownRabbit,NULL,NULL,NULL,TRUE,EPalTribeID::BrownRabbit,BrownRabbit,-1,,S,0,Earth,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,2350,Escape_to_Battle,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,2,2,0,1,1,0,0,1,0,NULL,NULL,NULL,None
